,省份,城市,河流,流域,断面名称,水质类别,水温,pH,pH类别,溶解氧,溶解氧类别,高锰酸盐指数,高锰酸盐类别,氨氮,氨氮类别,总磷,总氮,电导率,浊度,叶绿素,藻密度,站点情况
2020-12-02 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,13.0,7.4,-,2.39,-,1.51,-,0.488,-,0.134,3.88,670.0,2.5,-2.0,-2.0,正常
2020-12-02 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,14.0,7.69,-,3.89,-,1.46,-,0.281,-,0.137,3.81,668.0,2.4,-2.0,-2.0,正常
2020-12-02 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,14.8,7.93,-,8.41,-,1.48,-,0.117,-,0.145,3.48,663.0,2.6,-2.0,-2.0,正常
2020-12-02 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,13.4,7.82,-,5.29,-,1.61,-,0.107,-,0.118,3.0,651.0,2.5,-2.0,-2.0,正常
2020-12-03 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,12.9,7.8,-,4.72,-,1.36,-,0.087,-,0.098,2.89,641.0,2.7,-2.0,-2.0,正常
2020-12-03 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,12.7,7.57,-,2.68,-,1.48,-,0.17,-,0.111,3.44,655.0,2.5,-2.0,-2.0,正常
2020-12-03 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,12.5,7.38,-,2.05,-,1.64,-,0.486,-,0.128,3.8,666.0,2.6,-2.0,-2.0,正常
2020-12-03 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,12.8,7.69,-,3.47,-,1.61,-,0.334,-,0.136,3.74,665.0,2.1,-2.0,-2.0,正常
2020-12-03 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,12.6,7.9,-,6.19,-,1.69,-,0.121,-,0.128,3.0,641.0,3.1,-2.0,-2.0,正常
2020-12-03 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,11.8,7.97,-,6.7,-,1.49,-,0.063,-,0.093,2.7,632.0,2.9,-2.0,-2.0,正常
2020-12-04 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,11.8,7.74,-,3.57,-,1.54,-,0.18,-,0.109,3.32,647.0,2.5,-2.0,-2.0,正常
2020-12-04 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,12.0,7.47,-,2.45,-,1.68,-,0.291,-,0.133,3.53,660.0,2.8,-2.0,-2.0,正常
2020-12-04 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,11.8,7.41,-,2.17,-,1.67,-,0.501,-,0.138,3.83,676.0,2.6,-2.0,-2.0,正常
2020-12-04 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,12.1,7.67,-,3.33,-,1.86,-,0.323,-,0.149,3.81,662.0,2.5,-2.0,-2.0,正常
2020-12-04 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,12.2,7.85,-,5.95,-,1.63,-,0.135,-,0.13,3.43,660.0,2.4,-2.0,-2.0,正常
2020-12-04 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,12.1,7.61,-,3.2,-,2.12,-,0.363,-,0.184,4.08,669.0,4.1,-2.0,-2.0,正常
2020-12-05 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.4,7.92,-,5.64,-,1.56,-,0.083,-,0.109,2.81,627.0,3.2,-2.0,-2.0,正常
2020-12-05 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,11.4,7.82,-,4.61,-,1.52,-,0.104,-,0.104,3.16,640.0,3.2,-2.0,-2.0,正常
2020-12-05 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,11.7,7.79,-,4.48,-,1.58,-,0.141,-,0.126,3.34,644.0,3.5,-2.0,-2.0,正常
2020-12-05 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,12.1,7.99,-,7.83,-,1.69,-,0.074,-,0.106,3.01,632.0,3.2,-2.0,-2.0,正常
2020-12-05 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,12.0,7.97,-,7.47,-,1.71,-,0.081,-,0.103,3.39,648.0,2.6,-2.0,-2.0,正常
2020-12-05 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,12.1,7.82,-,4.37,-,1.36,-,0.123,-,0.102,3.78,661.0,2.2,-2.0,-2.0,正常
2020-12-06 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,12.0,7.46,-,2.29,-,1.73,-,0.356,-,0.136,4.14,677.0,2.7,-2.0,-2.0,正常
2020-12-06 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,12.0,7.45,-,2.22,-,1.6,-,0.395,-,0.143,3.85,670.0,2.7,-2.0,-2.0,正常
2020-12-06 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,11.9,7.45,-,2.11,-,1.6,-,0.524,-,0.148,4.2,675.0,2.7,-2.0,-2.0,正常
2020-12-06 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,12.7,7.66,-,3.42,-,1.62,-,0.305,-,0.152,4.04,685.0,2.6,-2.0,-2.0,正常
2020-12-06 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,12.9,7.84,-,5.4,-,1.37,-,0.147,-,0.135,3.46,664.0,3.5,-2.0,-2.0,正常
2020-12-06 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.9,7.93,-,6.14,-,1.21,-,0.068,-,0.1,2.88,644.0,2.3,-2.0,-2.0,正常
2020-12-07 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,11.7,7.79,-,3.75,-,1.28,-,0.148,-,0.113,3.21,663.0,2.6,-2.0,-2.0,正常
2020-12-07 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,11.8,7.49,-,2.3,-,1.45,-,0.27,-,0.137,3.59,665.0,2.5,-2.0,-2.0,正常
2020-12-07 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,12.0,7.44,-,2.12,-,1.64,-,0.495,-,0.147,3.99,682.0,2.4,-2.0,-2.0,正常
2020-12-07 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,12.6,7.69,-,3.47,-,1.59,-,0.295,-,0.154,3.85,672.0,2.6,-2.0,-2.0,正常
2020-12-07 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,13.3,7.92,-,7.75,-,1.48,-,0.13,-,0.142,3.49,672.0,2.2,-2.0,-2.0,正常
2020-12-07 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,12.2,7.99,-,8.61,-,1.12,-,0.087,-,0.12,3.17,677.0,1.9,-2.0,-2.0,正常
2020-12-08 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.7,7.9,-,7.36,-,1.01,-,0.068,-,0.11,3.04,696.0,1.9,-2.0,-2.0,正常
2020-12-08 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.7,7.84,-,5.9,-,0.97,-,0.054,-,0.099,2.76,694.0,2.7,-2.0,-2.0,正常
2020-12-08 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.9,7.8,-,5.24,-,0.92,-,0.062,-,0.09,2.87,715.0,1.8,-2.0,-2.0,正常
2020-12-08 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.2,7.89,-,7.7,-,0.92,-,0.054,-,0.091,2.7,711.0,2.2,-2.0,-2.0,正常
2020-12-08 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.0,8.1,-,12.31,-,1.0,-,0.056,-,0.086,2.86,717.0,3.1,-2.0,-2.0,正常
2020-12-08 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.4,8.05,-,11.3,-,0.94,-,0.05,-,0.076,2.84,725.0,2.0,-2.0,-2.0,正常
2020-12-09 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.0,7.96,-,8.41,-,0.85,-,0.062,-,0.071,2.82,743.0,1.8,-2.0,-2.0,正常
2020-12-09 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,11.8,7.87,-,6.63,-,0.78,-,0.057,-,0.069,2.76,734.0,1.7,-2.0,-2.0,正常
2020-12-09 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.7,7.83,-,5.42,-,0.73,-,0.061,-,0.069,2.92,735.0,1.7,-2.0,-2.0,正常
2020-12-09 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.5,7.87,-,6.53,-,0.87,-,0.066,-,0.069,2.8,745.0,2.3,-2.0,-2.0,正常
2020-12-09 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.8,8.03,-,11.15,-,0.74,-,0.058,-,0.069,2.82,731.0,2.3,-2.0,-2.0,正常
2020-12-09 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.2,8.07,-,11.48,-,0.78,-,0.062,-,0.064,2.79,731.0,2.7,-2.0,-2.0,正常
2020-12-10 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,11.9,7.99,-,9.12,-,0.78,-,0.062,-,0.064,2.79,746.0,2.2,-2.0,-2.0,正常
2020-12-10 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,11.4,7.9,-,7.12,-,0.72,-,0.06,-,0.063,2.77,748.0,2.1,-2.0,-2.0,正常
2020-12-10 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.2,7.88,-,5.98,-,0.73,-,0.066,-,0.063,2.96,739.0,2.2,-2.0,-2.0,正常
2020-12-10 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.2,7.93,-,8.93,-,0.73,-,0.062,-,0.062,2.98,738.0,2.3,-2.0,-2.0,正常
2020-12-10 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.0,8.81,-,8.29,-,0.7,-,0.053,-,0.061,2.73,29.0,103.3,-2.0,-2.0,正常
2020-12-10 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,19.2,7.51,-,7.89,-,0.86,-,0.063,-,0.056,2.72,10.0,80.5,-2.0,-2.0,正常
2020-12-11 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,19.2,7.25,-,7.78,-,0.86,-,0.063,-,0.056,2.79,17.0,54.5,-2.0,-2.0,正常
2020-12-11 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,19.6,7.18,-,7.6,-,0.86,-,0.062,-,0.055,2.82,8.0,46.7,-2.0,-2.0,正常
2020-12-11 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,19.7,7.17,-,7.56,-,0.83,-,0.071,-,0.058,2.84,10.0,44.2,-2.0,-2.0,正常
2020-12-11 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.6,7.63,-,8.43,-,0.77,-,0.055,-,0.055,2.73,751.0,2.5,-2.0,-2.0,正常
2020-12-11 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.1,7.97,-,14.08,-,0.86,-,0.05,-,0.053,2.74,722.0,4.6,-2.0,-2.0,正常
2020-12-11 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.4,7.9,-,10.8,-,1.03,-,0.061,-,0.059,3.18,720.0,2.8,-2.0,-2.0,正常
2020-12-12 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.9,7.59,-,5.78,-,0.92,-,0.055,-,0.067,2.72,680.0,2.5,-2.0,-2.0,正常
2020-12-12 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,10.6,7.61,-,6.01,-,0.86,-,0.062,-,0.062,2.51,660.0,2.4,-2.0,-2.0,正常
2020-12-12 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.8,7.66,-,5.75,-,1.0,-,0.061,-,0.063,2.65,674.0,2.7,-2.0,-2.0,正常
2020-12-12 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.5,7.84,-,8.37,-,1.06,-,0.07,-,0.065,2.57,659.0,2.6,-2.0,-2.0,正常
2020-12-12 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.8,8.25,-,13.31,-,1.24,-,0.05,-,0.076,2.41,650.0,4.2,-2.0,-2.0,正常
2020-12-12 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.9,7.63,-,5.32,-,2.02,-,0.145,-,0.122,3.22,665.0,3.4,-2.0,-2.0,正常
2020-12-13 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.7,7.55,-,5.13,-,2.02,-,0.145,-,0.122,3.22,686.0,4.9,-2.0,-2.0,正常
2020-12-13 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.5,7.54,-,5.07,-,1.46,-,0.112,-,0.103,3.15,665.0,2.7,-2.0,-2.0,正常
2020-12-13 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.3,7.56,-,5.42,-,1.07,-,0.07,-,0.078,2.96,685.0,2.2,-2.0,-2.0,正常
2020-12-13 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.9,7.66,-,6.68,-,1.71,-,0.113,-,0.128,3.16,653.0,5.0,-2.0,-2.0,正常
2020-12-13 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,11.2,7.78,-,7.63,-,1.44,-,0.088,-,0.094,3.05,658.0,2.7,-2.0,-2.0,正常
2020-12-13 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.8,7.6,-,5.62,-,1.58,-,0.135,-,0.105,3.28,683.0,2.6,-2.0,-2.0,正常
2020-12-14 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.4,7.54,-,5.04,-,1.93,-,0.253,-,0.133,3.52,669.0,3.0,-2.0,-2.0,正常
2020-12-14 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,9.8,7.53,-,5.01,-,1.92,-,0.254,-,0.131,3.7,683.0,2.9,-2.0,-2.0,正常
2020-12-14 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,9.8,7.52,-,4.97,-,1.7,-,0.237,-,0.133,3.83,670.0,2.5,-2.0,-2.0,正常
2020-12-14 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.9,7.57,-,6.31,-,1.7,-,0.223,-,0.142,3.62,681.0,2.8,-2.0,-2.0,正常
2020-12-14 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.2,7.66,-,7.27,-,2.25,-,0.201,-,0.143,3.62,670.0,2.9,-2.0,-2.0,正常
2020-12-14 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.4,7.5,-,5.03,-,2.19,-,0.246,-,0.141,3.68,684.0,2.8,-2.0,-2.0,正常
2020-12-15 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,10.2,7.47,-,4.56,-,2.0,-,0.263,-,0.137,3.66,673.0,2.7,-2.0,-2.0,正常
2020-12-15 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,10.0,7.44,-,4.22,-,1.86,-,0.207,-,0.129,3.62,690.0,2.4,-2.0,-2.0,正常
2020-12-15 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,9.9,7.45,-,4.38,-,1.81,-,0.197,-,0.12,3.71,680.0,2.7,-2.0,-2.0,正常
2020-12-15 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.4,7.56,-,6.54,-,1.93,-,0.155,-,0.118,3.46,691.0,2.7,-2.0,-2.0,正常
2020-12-15 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.2,7.68,-,7.7,-,1.86,-,0.128,-,0.113,3.46,676.0,2.9,-2.0,-2.0,正常
2020-12-15 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,9.8,7.55,-,5.71,-,1.67,-,0.136,-,0.106,3.32,690.0,2.3,-2.0,-2.0,正常
2020-12-16 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,9.7,7.48,-,4.85,-,1.67,-,0.136,-,0.106,3.32,680.0,2.4,-2.0,-2.0,正常
2020-12-16 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,9.8,7.47,-,4.46,-,1.8,-,0.178,-,0.121,3.69,695.0,2.6,-2.0,-2.0,正常
2020-12-16 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,9.8,7.43,-,4.2,-,1.87,-,0.196,-,0.125,3.87,684.0,2.5,-2.0,-2.0,正常
2020-12-16 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.2,7.53,-,6.1,-,1.94,-,0.183,-,0.128,3.74,695.0,2.9,-2.0,-2.0,正常
2020-12-16 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.3,7.73,-,8.66,-,1.83,-,0.11,-,0.119,3.62,698.0,2.9,-2.0,-2.0,正常
2020-12-16 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,9.6,7.53,-,6.2,-,2.36,-,0.289,-,0.179,3.68,663.0,9.8,-2.0,-2.0,正常
2020-12-17 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,9.6,7.5,-,5.63,-,1.98,-,0.281,-,0.149,3.62,678.0,4.8,-2.0,-2.0,正常
2020-12-17 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,9.1,7.6,-,6.17,-,1.79,-,0.143,-,0.155,3.18,669.0,5.3,-2.0,-2.0,正常
2020-12-17 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,8.9,7.54,-,5.56,-,1.47,-,0.16,-,0.138,3.54,695.0,4.3,-2.0,-2.0,正常
2020-12-17 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.8,7.57,-,5.91,-,1.63,-,0.204,-,0.132,3.64,693.0,3.9,-2.0,-2.0,正常
2020-12-17 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.3,7.66,-,6.9,-,1.49,-,0.153,-,0.124,3.72,698.0,3.5,-2.0,-2.0,正常
2020-12-17 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,10.5,7.53,-,4.94,-,1.38,-,0.204,-,0.124,3.84,714.0,3.2,-2.0,-2.0,正常
2020-12-18 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.1,7.5,-,5.23,-,1.83,-,0.252,-,0.198,3.65,682.0,4.9,-2.0,-2.0,正常
2020-12-18 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,9.1,7.7,-,6.89,-,1.17,-,0.085,-,0.113,2.94,675.0,3.3,-2.0,-2.0,正常
2020-12-18 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,9.2,7.6,-,5.7,-,1.23,-,0.125,-,0.096,3.49,701.0,3.3,-2.0,-2.0,正常
2020-12-18 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.4,7.53,-,5.62,-,1.54,-,0.234,-,0.126,4.05,712.0,3.2,-2.0,-2.0,正常
2020-12-18 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,12.4,7.66,-,7.09,-,1.43,-,0.161,-,0.125,4.04,703.0,3.1,-2.0,-2.0,正常
2020-12-18 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.4,7.56,-,5.12,-,1.34,-,0.186,-,0.118,4.05,718.0,3.0,-2.0,-2.0,正常
2020-12-19 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,10.6,7.44,-,3.08,-,1.34,-,0.186,-,0.118,4.05,718.0,4.0,-2.0,-2.0,正常
2020-12-19 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,9.8,7.51,-,4.46,-,1.34,-,0.2,-,0.133,3.54,699.0,3.4,-2.0,-2.0,正常
2020-12-19 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-12-19 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,12.1,7.58,-,6.18,-,1.69,-,0.194,-,0.126,3.97,700.0,3.3,-2.0,-2.0,正常
2020-12-19 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.9,7.49,-,6.79,-,1.46,-,0.078,-,0.165,4.04,700.0,7.8,-2.0,-2.0,正常
2020-12-19 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.3,7.76,-,8.15,-,1.15,-,0.101,-,0.103,3.0,694.0,3.8,-2.0,-2.0,正常
2020-12-20 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,9.8,7.62,-,6.57,-,1.31,-,0.122,-,0.092,3.11,690.0,2.7,-2.0,-2.0,正常
2020-12-20 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,9.0,7.48,-,4.6,-,1.51,-,0.266,-,0.121,3.82,714.0,3.0,-2.0,-2.0,正常
2020-12-20 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,8.8,7.43,-,3.84,-,1.65,-,0.418,-,0.144,4.29,707.0,2.7,-2.0,-2.0,正常
2020-12-20 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,12.8,7.53,-,6.08,-,1.66,-,0.304,-,0.154,4.24,706.0,2.7,-2.0,-2.0,正常
2020-12-20 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,12.2,7.66,-,8.42,-,1.42,-,0.173,-,0.141,3.95,714.0,2.8,-2.0,-2.0,正常
2020-12-20 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,10.7,7.55,-,5.69,-,1.26,-,0.159,-,0.119,3.74,705.0,2.4,-2.0,-2.0,正常
2020-12-21 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,9.6,7.69,-,3.57,-,1.26,-,0.159,-,0.119,3.74,718.0,2.6,-2.0,-2.0,正常
2020-12-21 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,9.0,7.71,-,3.49,-,1.67,-,0.479,-,0.151,4.14,706.0,2.5,-2.0,-2.0,正常
2020-12-21 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,8.6,7.75,-,3.56,-,1.64,-,0.488,-,0.148,4.31,704.0,2.4,-2.0,-2.0,正常
2020-12-21 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,12.1,7.78,-,6.08,-,1.68,-,0.33,-,0.154,4.24,703.0,2.3,-2.0,-2.0,正常
2020-12-21 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,10.9,8.33,-,11.35,-,0.98,-,0.057,-,0.092,2.52,666.0,4.4,-2.0,-2.0,正常
2020-12-21 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,9.9,8.13,-,9.24,-,1.02,-,0.064,-,0.078,2.83,691.0,3.0,-2.0,-2.0,正常
2020-12-22 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,9.5,7.94,-,6.36,-,1.02,-,0.064,-,0.078,2.83,690.0,2.8,-2.0,-2.0,正常
2020-12-22 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,9.5,7.8,-,4.0,-,1.47,-,0.298,-,0.118,3.86,717.0,2.9,-2.0,-2.0,正常
2020-12-22 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,9.9,7.76,-,3.29,-,1.71,-,0.515,-,0.137,4.31,711.0,2.9,-2.0,-2.0,正常
2020-12-22 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,11.5,7.77,-,4.7,-,1.71,-,0.369,-,0.147,4.28,719.0,2.5,-2.0,-2.0,正常
2020-12-22 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,12.0,7.91,-,7.62,-,1.54,-,0.193,-,0.141,3.79,703.0,2.5,-2.0,-2.0,正常
2020-12-22 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.1,7.85,-,5.23,-,1.31,-,0.162,-,0.127,3.78,705.0,2.4,-2.0,-2.0,正常
2020-12-23 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,10.8,7.72,-,3.06,-,1.35,-,0.255,-,0.137,3.94,719.0,2.5,-2.0,-2.0,正常
2020-12-23 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,10.7,7.7,-,2.87,-,1.5,-,0.373,-,0.147,3.88,705.0,2.8,-2.0,-2.0,正常
2020-12-23 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,10.4,7.69,-,2.91,-,1.5,-,0.563,-,0.146,4.3,708.0,2.8,-2.0,-2.0,正常
2020-12-23 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,13.0,7.75,-,5.9,-,1.58,-,0.271,-,0.156,4.31,715.0,2.6,-2.0,-2.0,正常
2020-12-23 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,13.6,8.06,-,11.26,-,1.35,-,0.113,-,0.147,3.93,706.0,3.1,-2.0,-2.0,正常
2020-12-23 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.4,7.9,-,6.78,-,1.18,-,0.114,-,0.124,3.72,710.0,5.3,-2.0,-2.0,正常
2020-12-24 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,10.1,7.74,-,2.91,-,1.46,-,0.224,-,0.131,3.81,712.0,4.8,-2.0,-2.0,正常
2020-12-24 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,9.7,7.79,-,2.75,-,1.49,-,0.445,-,0.144,3.99,713.0,2.8,-2.0,-2.0,正常
2020-12-24 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅴ,9.2,7.77,-,2.83,-,1.59,-,0.596,-,0.141,4.18,715.0,2.7,-2.0,-2.0,正常
2020-12-24 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,12.6,7.55,-,5.8,-,1.81,-,0.283,-,0.151,4.54,714.0,1.7,-2.0,-2.0,正常
2020-12-24 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,18.0,7.83,-,8.99,-,1.81,-,0.283,-,0.151,4.54,3.0,1.5,-2.0,-2.0,正常
2020-12-24 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,11.8,7.32,-,6.01,-,1.43,-,0.107,-,0.121,3.76,713.0,1.8,-2.0,-2.0,正常
2020-12-25 00:00:00,四川省,德阳市,绵远河,长江流域,八角,劣Ⅴ,11.3,7.13,-,1.19,-,1.37,-,0.188,-,0.132,3.86,727.0,1.9,-2.0,-2.0,正常
2020-12-25 04:00:00,四川省,德阳市,绵远河,长江流域,八角,劣Ⅴ,11.2,7.13,-,0.99,-,1.6,-,0.476,-,0.141,3.91,728.0,2.1,-2.0,-2.0,正常
2020-12-25 08:00:00,四川省,德阳市,绵远河,长江流域,八角,劣Ⅴ,11.1,7.13,-,0.93,-,1.55,-,0.522,-,0.14,4.13,716.0,1.8,-2.0,-2.0,正常
2020-12-25 12:00:00,四川省,德阳市,绵远河,长江流域,八角,劣Ⅴ,11.8,7.11,-,1.94,-,1.55,-,0.522,-,0.14,4.13,727.0,1.9,-2.0,-2.0,正常
